"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2011","6,627.00","6,530.65","6,658.60","6,530.65","11.69M","1.85"
"May 05, 2011","6,506.55","6,577.80","6,583.65","6,484.85","10.02M","-1.06"
"May 04, 2011","6,576.50","6,641.30","6,641.30","6,516.90","10.22M","-1.03"
"May 03, 2011","6,644.70","6,711.25","6,755.20","6,620.00","9.73M","-1.06"
"May 02, 2011","6,715.65","6,740.55","6,772.40","6,697.20","9.63M","-0.04"
"Apr 29, 2011","6,718.35","6,722.80","6,752.10","6,680.65","13.23M","-0.17"
"Apr 28, 2011","6,729.75","6,807.75","6,815.45","6,718.60","20.66M","-1.17"
"Apr 27, 2011","6,809.10","6,817.90","6,832.25","6,792.55","14.99M","-0.24"
"Apr 26, 2011","6,825.35","6,825.95","6,853.65","6,775.65","11.40M","-0.13"
"Apr 25, 2011","6,834.40","6,778.45","6,856.55","6,773.35","17.59M","0.79"
"Apr 21, 2011","6,780.85","6,859.80","6,899.35","6,762.65","19.93M","-0.55"
"Apr 20, 2011","6,818.15","6,745.80","6,825.60","6,745.80","18.76M","2.24"
"Apr 19, 2011","6,668.45","6,650.30","6,703.20","6,619.10","10.51M","0.26"
"Apr 18, 2011","6,651.05","6,764.40","6,852.45","6,638.30","17.30M","-2.79"
"Apr 15, 2011","6,842.15","7,297.90","7,298.25","6,824.05","24.42M","-6.35"
"Apr 13, 2011","7,306.10","7,106.20","7,328.75","7,089.50","13.41M","2.07"
"Apr 11, 2011","7,157.85","7,107.50","7,207.50","7,099.20","11.54M","-0.15"
"Apr 08, 2011","7,168.80","7,205.60","7,249.00","7,136.50","12.65M","-0.65"
"Apr 07, 2011","7,215.40","7,249.75","7,249.75","7,190.30","9.84M","-0.76"
"Apr 06, 2011","7,270.85","7,305.75","7,344.90","7,242.30","20.36M","-0.59"
"Apr 05, 2011","7,313.80","7,265.50","7,324.10","7,188.35","13.90M","0.63"
"Apr 04, 2011","7,267.85","7,130.25","7,281.35","7,130.25","13.69M","2.22"
"Apr 01, 2011","7,109.85","7,136.80","7,174.90","7,084.50","9.22M","-0.54"
"Mar 31, 2011","7,148.10","7,021.45","7,192.35","7,021.45","20.27M","1.97"
"Mar 30, 2011","7,010.05","6,993.20","7,061.80","6,986.30","11.12M","0.38"
"Mar 29, 2011","6,983.25","6,903.95","7,026.15","6,902.65","13.24M","1.03"
"Mar 28, 2011","6,912.35","6,901.15","6,938.70","6,857.20","10.61M","-0.26"
"Mar 25, 2011","6,930.65","6,751.95","6,960.45","6,732.85","13.51M","4.06"
"Mar 24, 2011","6,660.55","6,605.90","6,669.80","6,604.00","10.34M","0.98"
"Mar 23, 2011","6,595.65","6,525.50","6,601.40","6,505.30","9.39M","0.94"
"Mar 22, 2011","6,533.95","6,530.75","6,564.15","6,506.20","7.47M","0.45"
"Mar 21, 2011","6,504.85","6,578.90","6,581.20","6,489.65","8.66M","-0.73"
"Mar 18, 2011","6,552.65","6,631.95","6,662.40","6,536.30","10.01M","-1.22"
"Mar 17, 2011","6,633.85","6,651.65","6,690.80","6,624.40","9.53M","-1.48"
"Mar 16, 2011","6,733.30","6,689.25","6,776.90","6,689.25","10.06M","0.66"
"Mar 15, 2011","6,689.05","6,686.05","6,738.50","6,630.90","11.11M","-1.95"
"Mar 14, 2011","6,822.00","6,683.05","6,831.05","6,676.90","9.88M","1.48"
"Mar 11, 2011","6,722.25","6,780.40","6,798.50","6,692.70","13.27M","-1.54"
"Mar 10, 2011","6,827.70","6,851.65","6,851.65","6,775.45","7.52M","-0.50"
"Mar 09, 2011","6,861.90","6,879.95","6,914.20","6,809.00","9.47M","-0.14"
"Mar 08, 2011","6,871.70","6,730.30","6,898.35","6,722.85","12.67M","1.85"
"Mar 07, 2011","6,747.05","6,754.70","6,794.60","6,703.10","11.33M","-0.93"
"Mar 04, 2011","6,810.55","6,859.85","6,894.70","6,793.65","10.44M","0.35"
"Mar 03, 2011","6,786.80","6,779.05","6,814.20","6,706.55","12.27M","-0.65"
"Mar 01, 2011","6,831.45","6,714.60","6,853.75","6,671.55","14.68M","2.48"
"Feb 28, 2011","6,666.30","6,688.55","6,918.70","6,628.05","16.77M","-0.20"
"Feb 25, 2011","6,679.80","6,723.80","6,728.20","6,599.75","23.64M","-0.40"
"Feb 24, 2011","6,706.45","6,803.90","6,827.80","6,683.75","25.80M","-2.19"
"Feb 23, 2011","6,856.70","6,906.85","6,923.65","6,846.45","9.46M","-1.58"
"Feb 22, 2011","6,966.80","6,958.35","7,029.60","6,900.40","11.92M","-0.67"
"Feb 21, 2011","7,014.10","6,831.05","7,026.15","6,784.20","14.71M","2.66"
"Feb 18, 2011","6,832.05","6,911.35","6,957.25","6,805.15","13.74M","-0.89"
"Feb 17, 2011","6,893.30","6,895.60","6,916.55","6,857.00","10.57M","0.45"
"Feb 16, 2011","6,862.10","6,831.15","6,884.85","6,800.40","8.97M","0.10"
"Feb 15, 2011","6,855.05","6,872.80","6,892.10","6,782.15","11.50M","-0.20"
"Feb 14, 2011","6,869.05","6,727.45","6,888.10","6,724.40","12.39M","2.22"
"Feb 11, 2011","6,719.65","6,667.25","6,742.75","6,624.05","16.66M","-0.01"
"Feb 10, 2011","6,720.45","6,799.50","6,811.85","6,697.30","17.69M","-1.59"
"Feb 09, 2011","6,828.90","6,825.15","6,867.15","6,759.05","14.73M","-0.27"
"Feb 08, 2011","6,847.50","6,879.55","6,915.45","6,830.75","12.62M","-0.20"
"Feb 07, 2011","6,861.25","6,916.85","6,920.35","6,839.80","13.51M","0.15"
"Feb 04, 2011","6,850.65","6,965.65","7,001.40","6,824.20","13.92M","-2.12"
"Feb 03, 2011","6,998.90","6,978.75","7,061.80","6,928.55","12.14M","0.54"
"Feb 02, 2011","6,961.65","6,964.40","7,063.30","6,928.90","10.22M","0.91"
"Feb 01, 2011","6,898.65","6,992.00","6,999.75","6,824.75","11.80M","-1.04"
"Jan 31, 2011","6,971.25","6,990.75","6,995.10","6,884.90","13.83M","-1.33"
"Jan 28, 2011","7,065.35","7,159.55","7,220.45","7,005.90","15.26M","-1.14"
"Jan 27, 2011","7,146.55","7,256.50","7,256.50","7,132.90","30.96M","-1.32"
"Jan 25, 2011","7,242.50","7,283.30","7,327.10","7,220.40","11.70M","-0.72"
"Jan 24, 2011","7,295.10","7,232.60","7,312.75","7,207.65","13.51M","0.62"
"Jan 21, 2011","7,249.80","7,302.70","7,305.30","7,228.80","13.80M","-1.41"
"Jan 20, 2011","7,353.75","7,222.90","7,373.60","7,207.80","12.67M","1.19"
"Jan 19, 2011","7,267.10","7,349.45","7,353.60","7,231.15","13.13M","-1.27"
"Jan 18, 2011","7,360.85","7,209.55","7,378.05","7,209.55","13.16M","2.54"
"Jan 17, 2011","7,178.20","7,057.55","7,197.50","7,049.80","9.19M","1.56"
"Jan 14, 2011","7,068.20","7,043.65","7,219.80","7,043.65","12.20M","0.06"
"Jan 13, 2011","7,063.95","7,198.85","7,202.40","7,044.80","16.77M","-3.55"
"Jan 12, 2011","7,324.05","7,247.35","7,356.25","7,195.15","14.51M","1.80"
"Jan 11, 2011","7,194.50","7,233.55","7,369.35","7,131.50","17.37M","-1.68"
"Jan 10, 2011","7,317.45","7,343.30","7,418.20","7,264.75","15.12M","-0.22"
"Jan 07, 2011","7,333.80","7,533.70","7,591.90","7,311.30","12.36M","-2.81"
"Jan 06, 2011","7,545.95","7,544.70","7,566.60","7,484.25","9.72M","0.51"
"Jan 05, 2011","7,508.00","7,489.75","7,547.15","7,479.65","14.48M","-0.06"
"Jan 04, 2011","7,512.30","7,500.30","7,560.65","7,499.55","14.90M","0.26"
"Jan 03, 2011","7,492.45","7,503.95","7,524.60","7,463.80","16.26M","0.02"
"Dec 31, 2010","7,491.10","7,484.80","7,511.05","7,436.15","13.62M","-0.17"
"Dec 30, 2010","7,503.65","7,429.15","7,512.10","7,429.15","27.51M","1.04"
"Dec 29, 2010","7,426.60","7,388.45","7,446.50","7,374.85","9.24M","0.53"
"Dec 28, 2010","7,387.25","7,355.85","7,400.90","7,355.85","17.49M","0.31"
"Dec 27, 2010","7,364.10","7,339.75","7,407.75","7,339.75","9.14M","0.14"
"Dec 24, 2010","7,353.65","7,289.70","7,378.10","7,287.00","10.77M","0.19"
"Dec 23, 2010","7,339.60","7,325.15","7,360.35","7,307.45","15.85M","0.50"
"Dec 22, 2010","7,302.95","7,323.75","7,342.15","7,270.35","14.88M","-0.31"
"Dec 21, 2010","7,325.70","7,340.50","7,380.10","7,301.00","23.17M","-0.09"
"Dec 20, 2010","7,332.05","7,136.95","7,363.95","7,136.95","17.41M","1.67"
"Dec 16, 2010","7,211.80","7,048.90","7,221.65","7,037.90","18.41M","2.66"
"Dec 15, 2010","7,024.65","6,920.45","7,034.45","6,920.45","14.36M","1.29"
"Dec 14, 2010","6,935.50","6,907.00","6,955.95","6,852.30","13.22M","0.72"
"Dec 13, 2010","6,886.10","6,872.10","6,896.50","6,744.30","12.98M","0.25"
"Dec 10, 2010","6,869.10","6,827.40","6,882.80","6,799.65","12.64M","0.37"
"Dec 09, 2010","6,843.75","6,873.60","6,928.85","6,834.35","15.00M","-0.10"
"Dec 08, 2010","6,850.90","6,913.00","6,913.10","6,818.25","12.97M","-1.17"
"Dec 07, 2010","6,932.30","6,890.10","6,957.90","6,881.00","11.64M","0.61"
"Dec 06, 2010","6,890.55","6,870.25","6,951.45","6,865.15","11.99M","0.49"
"Dec 03, 2010","6,856.65","6,833.65","6,906.55","6,833.65","17.01M","0.43"
"Dec 02, 2010","6,827.60","6,751.80","6,844.15","6,715.50","16.74M","1.55"
"Dec 01, 2010","6,723.30","6,690.20","6,744.30","6,690.20","15.35M","0.29"
"Nov 30, 2010","6,703.60","6,645.00","6,745.65","6,602.95","23.56M","0.22"
"Nov 29, 2010","6,688.90","6,659.55","6,711.50","6,638.90","18.27M","1.11"
"Nov 26, 2010","6,615.40","6,631.45","6,694.25","6,590.75","34.35M","-0.04"
"Nov 25, 2010","6,617.90","6,559.20","6,739.60","6,559.20","19.75M","1.18"
"Nov 24, 2010","6,540.75","6,626.65","6,636.65","6,514.70","12.77M","-1.19"
"Nov 23, 2010","6,619.85","6,639.50","6,687.15","6,532.10","15.83M","-0.70"
"Nov 22, 2010","6,666.55","6,519.70","6,696.80","6,519.70","15.66M","2.51"
"Nov 19, 2010","6,503.50","6,615.90","6,632.80","6,482.80","15.48M","-1.92"
"Nov 18, 2010","6,631.00","6,676.45","6,691.60","6,594.05","14.05M","0.34"
"Nov 16, 2010","6,608.30","6,715.60","6,719.15","6,561.40","16.64M","-1.85"
"Nov 15, 2010","6,733.00","6,676.60","6,752.35","6,635.95","14.95M","1.05"
"Nov 12, 2010","6,663.20","6,739.10","6,753.75","6,644.70","10.65M","-1.47"
"Nov 11, 2010","6,762.70","6,851.35","6,853.90","6,751.90","9.44M","-1.30"
"Nov 10, 2010","6,851.55","6,800.65","6,891.55","6,780.25","11.55M","0.59"
"Nov 09, 2010","6,811.70","6,759.90","6,837.40","6,744.95","13.92M","1.31"
"Nov 08, 2010","6,723.60","6,847.95","6,847.95","6,711.80","12.74M","-1.72"
"Nov 05, 2010","6,841.15","6,848.00","6,863.75","6,830.45","1.59M","0.33"
"Nov 04, 2010","6,818.65","6,762.60","6,834.85","6,761.50","11.24M","1.45"
"Nov 03, 2010","6,721.25","6,721.85","6,783.55","6,701.75","10.68M","0.13"
"Nov 02, 2010","6,712.70","6,674.30","6,723.75","6,637.95","8.74M","0.64"
"Nov 01, 2010","6,670.00","6,637.70","6,717.20","6,637.70","7.70M","0.86"
"Oct 29, 2010","6,613.25","6,666.45","6,666.45","6,554.40","9.43M","-0.29"
"Oct 28, 2010","6,632.55","6,674.90","6,739.60","6,592.25","22.31M","-0.47"
"Oct 27, 2010","6,663.65","6,720.30","6,731.45","6,648.80","11.33M","-1.09"
"Oct 26, 2010","6,736.85","6,742.45","6,770.45","6,709.45","15.33M","-0.22"
"Oct 25, 2010","6,751.80","6,785.70","6,827.10","6,737.50","13.18M","-0.37"
"Oct 22, 2010","6,777.10","6,717.65","6,830.15","6,717.65","15.94M","0.92"
"Oct 21, 2010","6,715.30","6,645.75","6,722.45","6,614.35","10.59M","0.95"
"Oct 20, 2010","6,652.30","6,651.10","6,720.10","6,628.60","7.59M","-0.16"
"Oct 19, 2010","6,663.00","6,804.00","6,807.60","6,649.50","9.92M","-2.22"
"Oct 18, 2010","6,814.00","6,760.40","6,834.90","6,650.70","12.48M","1.25"
"Oct 15, 2010","6,730.10","7,031.40","7,036.10","6,704.15","13.93M","-3.20"
"Oct 14, 2010","6,952.80","6,946.70","7,053.45","6,932.35","13.63M","0.41"
"Oct 13, 2010","6,924.75","6,753.90","6,936.15","6,731.25","16.29M","2.98"
"Oct 12, 2010","6,724.15","6,718.20","6,750.20","6,686.55","15.76M","0.12"
"Oct 11, 2010","6,716.25","6,743.15","6,757.75","6,672.05","12.31M","0.08"
"Oct 08, 2010","6,710.65","6,699.20","6,720.80","6,643.40","10.26M","0.44"
"Oct 07, 2010","6,681.45","6,759.25","6,769.25","6,660.20","16.04M","-1.41"
"Oct 06, 2010","6,776.85","6,759.15","6,814.40","6,738.10","11.59M","0.65"
"Oct 05, 2010","6,732.80","6,720.15","6,788.60","6,720.10","13.71M","-0.01"
"Oct 04, 2010","6,733.35","6,780.70","6,866.80","6,710.70","18.64M","-0.38"
"Oct 01, 2010","6,759.15","6,616.15","6,768.60","6,585.35","22.05M","2.20"
"Sep 30, 2010","6,613.40","6,583.75","6,645.55","6,532.15","20.82M","0.53"
"Sep 29, 2010","6,578.60","6,586.25","6,662.90","6,533.80","13.04M","0.28"
"Sep 28, 2010","6,560.50","6,584.85","6,600.55","6,540.60","10.39M","-0.61"
"Sep 27, 2010","6,600.75","6,654.70","6,661.65","6,587.25","12.93M","-0.51"
"Sep 24, 2010","6,634.70","6,579.20","6,647.85","6,553.50","15.84M","0.58"
"Sep 23, 2010","6,596.40","6,572.10","6,608.30","6,528.05","22.08M","0.03"
"Sep 22, 2010","6,594.60","6,678.35","6,679.05","6,553.70","27.34M","-1.18"
"Sep 21, 2010","6,673.30","6,553.75","6,685.80","6,527.25","25.06M","2.22"
"Sep 20, 2010","6,528.45","6,488.20","6,541.95","6,488.20","16.82M","0.78"
"Sep 17, 2010","6,477.85","6,475.10","6,550.95","6,465.65","14.10M","0.47"
"Sep 16, 2010","6,447.25","6,575.15","6,575.15","6,437.40","12.95M","-2.34"
"Sep 15, 2010","6,602.00","6,447.85","6,617.70","6,447.85","17.03M","2.49"
"Sep 14, 2010","6,441.75","6,404.10","6,474.10","6,397.90","10.68M","1.31"
"Sep 13, 2010","6,358.15","6,308.60","6,382.45","6,308.60","11.07M","0.89"
"Sep 09, 2010","6,302.00","6,273.45","6,316.20","6,265.15","10.62M","0.23"
"Sep 08, 2010","6,287.70","6,212.40","6,296.30","6,191.00","14.90M","0.54"
"Sep 07, 2010","6,253.65","6,189.95","6,268.30","6,166.50","13.39M","1.12"
"Sep 06, 2010","6,184.45","6,125.60","6,198.05","6,125.60","12.33M","1.78"
"Sep 03, 2010","6,076.10","6,063.55","6,133.85","6,063.50","10.83M","0.35"
"Sep 02, 2010","6,055.20","6,140.25","6,140.25","6,040.75","10.73M","-0.51"
"Sep 01, 2010","6,086.45","5,975.05","6,093.60","5,974.60","12.37M","1.87"
"Aug 31, 2010","5,974.90","5,936.50","5,987.80","5,908.70","10.37M","0.06"
"Aug 30, 2010","5,971.25","6,034.70","6,057.90","5,927.20","9.99M","-0.58"
"Aug 27, 2010","6,005.90","6,116.05","6,116.05","5,984.40","9.66M","-1.80"
"Aug 26, 2010","6,116.15","6,124.20","6,131.60","6,088.75","21.03M","0.10"
"Aug 25, 2010","6,109.95","6,116.05","6,151.20","6,098.95","10.27M","-0.13"
"Aug 24, 2010","6,117.60","6,161.45","6,161.45","6,107.60","9.45M","-0.99"
"Aug 23, 2010","6,178.95","6,131.55","6,190.85","6,123.90","8.97M","0.82"
"Aug 20, 2010","6,128.60","6,163.45","6,163.45","6,104.20","11.30M","-0.89"
"Aug 19, 2010","6,183.90","6,208.90","6,216.55","6,159.85","16.98M","-0.01"
"Aug 18, 2010","6,184.40","6,082.35","6,207.80","6,082.35","19.81M","2.06"
"Aug 17, 2010","6,059.50","6,068.80","6,119.20","6,035.10","10.92M","-0.45"
"Aug 16, 2010","6,086.85","6,086.80","6,126.40","6,067.40","11.75M","-0.49"
"Aug 13, 2010","6,116.70","6,096.75","6,162.80","6,080.25","30.52M","0.42"
"Aug 12, 2010","6,091.05","6,111.95","6,111.95","6,057.05","13.69M","-1.14"
"Aug 11, 2010","6,161.30","6,213.60","6,233.40","6,143.75","14.01M","-0.88"
"Aug 10, 2010","6,216.00","6,297.60","6,297.60","6,196.15","12.47M","-1.44"
"Aug 09, 2010","6,306.85","6,233.80","6,320.20","6,218.65","12.29M","0.75"
"Aug 06, 2010","6,259.90","6,289.00","6,333.10","6,241.80","11.84M","-0.46"
"Aug 05, 2010","6,288.70","6,280.50","6,344.35","6,280.50","21.35M","0.23"
"Aug 04, 2010","6,274.20","6,102.75","6,297.10","6,102.75","22.33M","3.25"
"Aug 03, 2010","6,077.00","6,118.20","6,132.20","6,056.65","6.31M","-0.45"
"Aug 02, 2010","6,104.35","6,102.10","6,129.90","6,088.10","9.26M","0.29"
"Jul 30, 2010","6,086.85","6,139.25","6,144.25","6,045.60","11.02M","-1.06"
"Jul 29, 2010","6,152.35","6,146.05","6,165.40","6,140.85","22.09M","-0.15"
"Jul 28, 2010","6,161.40","6,166.05","6,176.70","6,132.65","11.44M","-0.12"
"Jul 27, 2010","6,168.65","6,145.60","6,187.30","6,142.00","9.28M","0.61"
"Jul 26, 2010","6,131.35","6,103.90","6,141.90","6,103.90","8.95M","0.51"
"Jul 23, 2010","6,100.40","6,134.70","6,134.70","6,086.20","15.99M","0.40"
"Jul 22, 2010","6,076.25","6,076.20","6,084.65","6,026.75","9.59M","-0.35"
"Jul 21, 2010","6,097.45","6,060.80","6,102.00","6,060.80","9.00M","0.74"
"Jul 20, 2010","6,052.50","6,089.30","6,091.75","6,042.40","10.74M","-0.33"
"Jul 19, 2010","6,072.80","6,044.00","6,107.20","6,020.60","14.73M","-0.22"
"Jul 16, 2010","6,086.10","6,013.20","6,094.35","6,013.20","24.35M","1.68"
"Jul 15, 2010","5,985.50","5,953.75","5,997.25","5,950.50","16.57M","0.56"
"Jul 14, 2010","5,952.45","6,058.45","6,063.85","5,936.55","17.65M","-1.25"
"Jul 13, 2010","6,028.05","6,150.20","6,150.20","5,996.50","21.33M","-2.55"
"Jul 12, 2010","6,185.65","6,129.30","6,196.40","6,128.65","23.21M","1.26"
"Jul 09, 2010","6,108.40","6,064.75","6,123.10","6,064.75","11.12M","1.11"
"Jul 08, 2010","6,041.30","5,980.05","6,069.30","5,980.05","9.62M","1.46"
"Jul 07, 2010","5,954.40","5,957.55","5,964.45","5,921.45","12.31M","-0.09"
"Jul 06, 2010","5,959.55","5,860.90","5,975.65","5,859.70","13.72M","1.65"
"Jul 05, 2010","5,862.60","5,837.55","5,876.75","5,832.15","8.05M","0.45"
"Jul 02, 2010","5,836.30","5,869.20","5,869.20","5,800.40","13.73M","-0.43"
"Jul 01, 2010","5,861.25","5,893.65","5,893.65","5,842.65","10.35M","-1.13"
"Jun 30, 2010","5,928.30","5,877.80","5,949.60","5,837.00","12.99M","-0.10"
"Jun 29, 2010","5,934.15","5,968.50","5,968.50","5,892.30","14.16M","-0.76"
"Jun 28, 2010","5,979.60","5,929.50","5,990.45","5,929.50","12.94M","0.98"
"Jun 25, 2010","5,921.75","6,001.15","6,001.15","5,908.05","14.41M","-1.54"
"Jun 24, 2010","6,014.60","6,005.20","6,023.10","5,958.45","30.14M","0.12"
"","","","","","",""
"","Highest:12,908.10","Lowest:5,011.10","Difference:7,897.00","Average:8,700.67","Change %:80.16"
